Unnamed: 0,9,10,11,12,13,M,Unnamed: 7,FM APO and NC Fee,Unnamed: 9,Unnamed: 10,Unnamed: 11,1,2,3,4,5,6,7,8,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,"White = Input, Blue = formula, Green = lookup from this tab. NGS, and PTMT inputs should be cost plus markup (20% for NGS, 3% for PTMT). PostOne inputs should be PM CPP for 1-10lbs and PM Retail for 11-25lbs) RPD Inputs should be UPS Ground Comm Tariff.",Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
1,6.12,6.12,6.12,6.12,6.12,6.12,,6.12,,,UM,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,,UID,Shipper,Product,Weight,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,M
2,6.12,6.12,6.12,6.12,6.12,6.12,,6.12,,,,,,,,,,,,,NGS_Parcel_Select416,NGS,NGS_Parcel_Select,416,18.26,18.26,18.54,19.67,20.64,23.32,23.93,25.02,113.18,113.18,113.18,113.18,113.18,113.18
3,6.12,6.12,6.12,6.12,6.12,6.12,,6.12,,,,,,,,,,,,,NGS_Parcel_Select432,NGS,NGS_Parcel_Select,432,18.52,18.52,18.79,19.96,20.98,23.74,24.32,25.48,116.09,116.09,116.09,116.09,116.09,116.09
4,6.12,6.12,6.12,6.12,6.12,6.12,,6.12,,,,,,,,,,,,,NGS_Parcel_Select448,NGS,NGS_Parcel_Select,448,18.78,18.78,19.06,20.23,21.28,24.13,24.74,25.93,118.94,118.94,118.94,118.94,118.94,118.94
5,6.47,6.47,6.47,6.47,6.47,6.47,,6.47,,,,,,,,,,,,,NGS_Parcel_Select464,NGS,NGS_Parcel_Select,464,19.02,19.02,19.32,20.56,21.61,24.5,25.14,26.34,121.74,121.74,121.74,121.74,121.74,121.74
6,6.47,6.47,6.47,6.47,6.47,6.47,,6.47,,,,,,,,,,,,,NGS_Parcel_Select480,NGS,NGS_Parcel_Select,480,19.25,19.25,19.6,20.81,21.9,24.9,25.54,26.81,124.5,124.5,124.5,124.5,124.5,124.5
7,6.47,6.47,6.47,6.47,6.47,6.47,,6.47,,,,,,,,,,,,,NGS_Parcel_Select496,NGS,NGS_Parcel_Select,496,19.51,19.51,19.84,21.1,22.19,25.25,25.96,27.2,127.21,127.21,127.21,127.21,127.21,127.21
8,6.47,6.47,6.47,6.47,6.47,6.47,,6.47,,,,,,,,,,,,,NGS_Parcel_Select512,NGS,NGS_Parcel_Select,512,19.74,19.74,20.06,21.36,22.49,25.63,26.34,27.62,129.92,129.92,129.92,129.92,129.92,129.92
9,7.5,7.5,7.5,7.5,7.5,7.5,,7.5,,,,,,,,,,,,,NGS_Parcel_Select528,NGS,NGS_Parcel_Select,528,19.99,19.99,20.36,21.66,22.84,26.02,26.7,28.04,132.6,132.6,132.6,132.6,132.6,132.6
10,7.5,7.5,7.5,7.5,7.5,7.5,,7.5,,,,,,,,,,,,,NGS_Parcel_Select544,NGS,NGS_Parcel_Select,544,20.23,20.23,20.58,21.94,23.12,26.42,27.14,28.48,135.3,135.3,135.3,135.3,135.3,135.3
11,7.5,7.5,7.5,7.5,7.5,7.5,,7.5,,,,,,,,,,,,,NGS_Parcel_Select560,NGS,NGS_Parcel_Select,560,20.53,20.53,20.86,22.21,23.44,26.81,27.52,28.93,137.95,137.95,137.95,137.95,137.95,137.95
12,7.5,7.5,7.5,7.5,7.5,7.5,,7.5,,,,,,,,,,,,,NGS_Parcel_Select576,NGS,NGS_Parcel_Select,576,23.04,23.04,23.42,24.83,26.05,29.48,30.2,31.63,140.52,140.52,140.52,140.52,140.52,140.52
13,9.19,9.19,9.19,9.19,9.19,9.19,,9.19,,,,,,,,,,,,,NGS_Parcel_Select592,NGS,NGS_Parcel_Select,592,23.47,23.47,23.87,25.32,26.58,30.12,30.88,32.33,143.05,143.05,143.05,143.05,143.05,143.05
14,9.19,9.19,9.19,9.19,9.19,9.19,,9.19,,,,,,,,,,,,,NGS_Parcel_Select608,NGS,NGS_Parcel_Select,608,23.92,23.92,24.32,25.78,27.1,30.73,31.51,32.99,145.66,145.66,145.66,145.66,145.66,145.66
15,9.19,9.19,9.19,9.19,9.19,9.19,,9.19,,,,,,,,,,,,,NGS_Parcel_Select624,NGS,NGS_Parcel_Select,624,24.34,24.34,24.74,26.27,27.62,31.36,32.16,33.71,148.26,148.26,148.26,148.26,148.26,148.26
15.99,9.19,9.19,9.19,9.19,9.19,9.19,,9.19,,,,,,,,,,,,,NGS_Parcel_Select640,NGS,NGS_Parcel_Select,640,24.8,24.8,25.19,26.76,28.18,31.97,32.78,34.38,150.82,150.82,150.82,150.82,150.82,150.82
16,17.58,17.58,17.58,17.58,17.58,17.58,,17.58,,,,,,,,,,,,,NGS_Parcel_Select656,NGS,NGS_Parcel_Select,656,25.2,25.2,25.64,27.24,28.68,32.6,33.42,35.05,153.4,153.4,153.4,153.4,153.4,153.4
32,23.1,23.1,23.1,23.1,23.1,23.1,,23.1,,,,,,,,,,,,,NGS_Parcel_Select672,NGS,NGS_Parcel_Select,672,25.67,25.67,26.09,27.73,29.22,33.22,34.08,35.74,155.95,155.95,155.95,155.95,155.95,155.95
48,29.16,29.16,29.16,29.16,29.16,29.16,,29.16,,,,,,,,,,,,,NGS_Parcel_Select688,NGS,NGS_Parcel_Select,688,26.11,26.11,26.53,28.24,29.71,33.83,34.7,36.43,158.54,158.54,158.54,158.54,158.54,158.54
64,33.72,33.72,33.72,33.72,33.72,33.72,,33.72,,,,,,,,,,,,,NGS_Parcel_Select704,NGS,NGS_Parcel_Select,704,26.54,26.54,26.99,28.72,30.25,34.45,35.34,37.1,161.06,161.06,161.06,161.06,161.06,161.06
80,38.82,38.82,38.82,38.82,38.82,38.82,,38.82,,,,,,,,,,,,,NGS_Parcel_Select720,NGS,NGS_Parcel_Select,720,26.99,26.99,27.46,29.22,30.78,35.09,36.0,37.76,163.69,163.69,163.69,163.69,163.69,163.69
96,43.8,43.8,43.8,43.8,43.8,43.8,,43.8,,,,,,,,,,,,,NGS_Parcel_Select736,NGS,NGS_Parcel_Select,736,27.44,27.44,27.9,29.7,31.3,35.68,36.64,38.44,166.25,166.25,166.25,166.25,166.25,166.25
112,48.9,48.9,48.9,48.9,48.9,48.9,,48.9,,,,,,,,,,,,,NGS_Parcel_Select752,NGS,NGS_Parcel_Select,752,27.86,27.86,28.33,30.17,31.81,36.29,37.3,39.14,168.85,168.85,168.85,168.85,168.85,168.85
128,54.18,54.18,54.18,54.18,54.18,54.18,,54.18,,,,,,,,,,,,,NGS_Parcel_Select768,NGS,NGS_Parcel_Select,768,28.26,28.26,28.76,30.71,32.33,36.92,37.91,39.83,171.36,171.36,171.36,171.36,171.36,171.36
144,58.86,58.86,58.86,58.86,58.86,58.86,,58.86,,,,,,,,,,,,,NGS_Parcel_Select784,NGS,NGS_Parcel_Select,784,28.73,28.73,29.24,31.18,32.86,37.54,38.56,40.5,173.99,173.99,173.99,173.99,173.99,173.99
160,63.78,63.78,63.78,63.78,63.78,63.78,,63.78,,,,,,,,,,,,,NGS_Parcel_Select800,NGS,NGS_Parcel_Select,800,29.2,29.2,29.69,31.63,33.4,38.17,39.19,41.2,176.56,176.56,176.56,176.56,176.56,176.56
176,68.88,68.88,68.88,68.88,68.88,68.88,,68.88,,,,,,,,,,,,,NGS_Parcel_Select816,NGS,NGS_Parcel_Select,816,29.6,29.6,30.13,32.15,33.91,38.8,39.84,41.88,179.1,179.1,179.1,179.1,179.1,179.1
192,74.22,74.22,74.22,74.22,74.22,74.22,,74.22,,,,,,,,,,,,,NGS_Parcel_Select832,NGS,NGS_Parcel_Select,832,30.06,30.06,30.58,32.64,34.45,39.41,40.49,42.56,181.7,181.7,181.7,181.7,181.7,181.7
208,79.86,79.86,79.86,79.86,79.86,79.86,,79.86,,,,,,,,,,,,,NGS_Parcel_Select848,NGS,NGS_Parcel_Select,848,30.52,30.52,31.06,33.13,34.99,40.04,41.18,43.26,184.3,184.3,184.3,184.3,184.3,184.3
224,85.62,85.62,85.62,85.62,85.62,85.62,,85.62,,,,,,,,,,,,,NGS_Parcel_Select864,NGS,NGS_Parcel_Select,864,30.94,30.94,31.52,33.61,35.53,40.69,41.82,43.92,186.86,186.86,186.86,186.86,186.86,186.86
240,89.22,89.22,89.22,89.22,89.22,89.22,,89.22,,,,,,,,,,,,,NGS_Parcel_Select880,NGS,NGS_Parcel_Select,880,31.38,31.38,31.97,34.15,36.04,41.3,42.48,44.62,189.38,189.38,189.38,189.38,189.38,189.38
256,94.14,94.14,94.14,94.14,94.14,94.14,,94.14,,,,,,,,,,,,,NGS_Parcel_Select896,NGS,NGS_Parcel_Select,896,31.82,31.82,32.41,34.64,36.55,41.93,43.12,45.32,191.98,191.98,191.98,191.98,191.98,191.98
272,99.06,99.06,99.06,99.06,99.06,99.06,,99.06,,,,,,,,,,,,,NGS_Parcel_Select912,NGS,NGS_Parcel_Select,912,32.3,32.3,32.87,35.11,37.13,42.58,43.76,46.02,194.63,194.63,194.63,194.63,194.63,194.63
288,104.04,104.04,104.04,104.04,104.04,104.04,,104.04,,,,,,,,,,,,,NGS_Parcel_Select928,NGS,NGS_Parcel_Select,928,32.71,32.71,33.34,35.63,37.67,43.18,44.4,46.73,197.12,197.12,197.12,197.12,197.12,197.12
304,107.64,107.64,107.64,107.64,107.64,107.64,,107.64,,,,,,,,,,,,,NGS_Parcel_Select944,NGS,NGS_Parcel_Select,944,33.18,33.18,33.79,36.08,38.21,43.82,45.07,47.41,199.76,199.76,199.76,199.76,199.76,199.76
320,112.5,112.5,112.5,112.5,112.5,112.5,,112.5,,,,,,,,,,,,,NGS_Parcel_Select960,NGS,NGS_Parcel_Select,960,33.64,33.64,34.26,36.64,38.75,44.51,45.74,48.13,202.28,202.28,202.28,202.28,202.28,202.28
336,116.28,116.28,116.28,116.28,116.28,116.28,,116.28,,,,,,,,,,,,,NGS_Parcel_Select976,NGS,NGS_Parcel_Select,976,34.1,34.1,34.74,37.16,39.32,45.19,46.44,48.86,204.89,204.89,204.89,204.89,204.89,204.89
352,120.06,120.06,120.06,120.06,120.06,120.06,,120.06,,,,,,,,,,,,,NGS_Parcel_Select992,NGS,NGS_Parcel_Select,992,34.62,34.62,35.26,37.68,39.88,45.83,47.15,49.62,207.43,207.43,207.43,207.43,207.43,207.43
368,123.84,123.84,123.84,123.84,123.84,123.84,,123.84,,,,,,,,,,,,,NGS_Parcel_Select1008,NGS,NGS_Parcel_Select,1008,35.05,35.05,35.68,38.2,40.42,46.46,47.77,50.29,209.98,209.98,209.98,209.98,209.98,209.98
384,127.74,127.74,127.74,127.74,127.74,127.74,,127.74,,,,,,,,,,,,,NGS_Parcel_Select1024,NGS,NGS_Parcel_Select,1024,35.46,35.46,36.16,38.7,40.96,47.09,48.41,50.96,212.63,212.63,212.63,212.63,212.63,212.63
400,131.64,131.64,131.64,131.64,131.64,131.64,,131.64,,,,,,,,,,,,,NGS_Parcel_Select1040,NGS,NGS_Parcel_Select,1040,35.93,35.93,36.58,39.17,41.46,47.7,49.07,51.65,215.17,215.17,215.17,215.17,215.17,215.17
416,113.18,113.18,113.18,113.18,113.18,113.18,,113.18,,,,,,,,,,,,,NGS_Parcel_Select1056,NGS,NGS_Parcel_Select,1056,36.34,36.34,37.06,39.64,42.01,48.35,49.73,52.34,217.68,217.68,217.68,217.68,217.68,217.68
432,116.09,116.09,116.09,116.09,116.09,116.09,,116.09,,,,,,,,,,,,,NGS_Parcel_Select1072,NGS,NGS_Parcel_Select,1072,36.78,36.78,37.5,40.15,42.5,48.97,50.33,53.03,220.34,220.34,220.34,220.34,220.34,220.34
448,118.94,118.94,118.94,118.94,118.94,118.94,,118.94,,,,,,,,,,,,,NGS_Parcel_Select1088,NGS,NGS_Parcel_Select,1088,37.24,37.24,37.97,40.63,43.06,49.56,50.99,53.7,222.88,222.88,222.88,222.88,222.88,222.88
464,121.74,121.74,121.74,121.74,121.74,121.74,,121.74,,,,,,,,,,,,,NGS_Parcel_Select1104,NGS,NGS_Parcel_Select,1104,37.68,37.68,38.39,41.1,43.58,50.18,51.62,54.41,225.44,225.44,225.44,225.44,225.44,225.44
480,124.5,124.5,124.5,124.5,124.5,124.5,,124.5,,,,,,,,,,,,,NGS_Parcel_Select1120,NGS,NGS_Parcel_Select,1120,38.12,38.12,38.88,41.63,44.09,50.86,52.32,55.12,228.02,228.02,228.02,228.02,228.02,228.02
496,127.21,127.21,127.21,127.21,127.21,127.21,,127.21,,,,,,,,,,,,,NGS_Parcel_Selectoversize,NGS,NGS_Parcel_Select,oversize,179.93,179.93,193.96,203.24,236.75,275.42,290.92,363.2,369.4,369.4,369.4,369.4,369.4,369.4
512,129.92,129.92,129.92,129.92,129.92,129.92,,129.92,,,,,,,,,,,,,USPS_GA_Over1lb416,USPS GA,USPS_GA_Over1lb,416,22.55,24.66,27.73,33.57,43.25,52.77,62.15,70.89,70.89,70.89,70.89,70.89,70.89,70.89
528,132.6,132.6,132.6,132.6,132.6,132.6,,132.6,,,,,,,,,,,,,USPS_GA_Over1lb432,USPS GA,USPS_GA_Over1lb,432,23.36,25.64,29.06,35.71,46.25,55.75,65.34,74.85,74.85,74.85,74.85,74.85,74.85,74.85
544,135.3,135.3,135.3,135.3,135.3,135.3,,135.3,,,,,,,,,,,,,USPS_GA_Over1lb448,USPS GA,USPS_GA_Over1lb,448,24.01,26.39,29.94,36.8,47.78,57.66,67.62,77.48,77.48,77.48,77.48,77.48,77.48,77.48
560,137.95,137.95,137.95,137.95,137.95,137.95,,137.95,,,,,,,,,,,,,USPS_GA_Over1lb464,USPS GA,USPS_GA_Over1lb,464,24.65,27.12,30.82,37.87,49.31,59.53,69.85,80.07,80.07,80.07,80.07,80.07,80.07,80.07
576,140.52,140.52,140.52,140.52,140.52,140.52,,140.52,,,,,,,,,,,,,USPS_GA_Over1lb480,USPS GA,USPS_GA_Over1lb,480,25.29,27.84,31.68,38.93,50.81,61.4,72.07,82.64,82.64,82.64,82.64,82.64,82.64,82.64
592,143.05,143.05,143.05,143.05,143.05,143.05,,143.05,,,,,,,,,,,,,USPS_GA_Over1lb496,USPS GA,USPS_GA_Over1lb,496,25.91,28.56,32.53,39.97,52.28,63.23,74.26,85.18,85.18,85.18,85.18,85.18,85.18,85.18
608,145.66,145.66,145.66,145.66,145.66,145.66,,145.66,,,,,,,,,,,,,USPS_GA_Over1lb512,USPS GA,USPS_GA_Over1lb,512,26.54,29.27,33.36,40.99,53.75,65.04,76.43,87.69,87.69,87.69,87.69,87.69,87.69,87.69
624,148.26,148.26,148.26,148.26,148.26,148.26,,148.26,,,,,,,,,,,,,USPS_GA_Over1lb528,USPS GA,USPS_GA_Over1lb,528,27.16,29.97,34.19,42.0,55.19,66.84,78.57,90.19,90.19,90.19,90.19,90.19,90.19,90.19
640,150.82,150.82,150.82,150.82,150.82,150.82,,150.82,,,,,,,,,,,,,USPS_GA_Over1lb544,USPS GA,USPS_GA_Over1lb,544,27.77,30.66,34.99,42.99,56.62,68.61,80.68,92.65,92.65,92.65,92.65,92.65,92.65,92.65
656,153.4,153.4,153.4,153.4,153.4,153.4,,153.4,,,,,,,,,,,,,USPS_GA_Over1lb560,USPS GA,USPS_GA_Over1lb,560,28.38,31.34,35.78,43.97,58.02,70.35,82.77,95.08,95.08,95.08,95.08,95.08,95.08,95.08
672,155.95,155.95,155.95,155.95,155.95,155.95,,155.95,,,,,,,,,,,,,USPS_GA_Over1lb576,USPS GA,USPS_GA_Over1lb,576,28.98,32.01,36.57,44.93,59.4,72.07,84.83,97.49,97.49,97.49,97.49,97.49,97.49,97.49
688,158.54,158.54,158.54,158.54,158.54,158.54,,158.54,,,,,,,,,,,,,USPS_GA_Over1lb592,USPS GA,USPS_GA_Over1lb,592,29.57,32.68,37.34,45.88,60.77,73.77,86.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87
704,161.06,161.06,161.06,161.06,161.06,161.06,,161.06,,,,,,,,,,,,,USPS_GA_Over1lb608,USPS GA,USPS_GA_Over1lb,608,30.16,33.33,38.09,46.8,62.11,75.45,88.88,102.22,102.22,102.22,102.22,102.22,102.22,102.22
720,163.69,163.69,163.69,163.69,163.69,163.69,,163.69,,,,,,,,,,,,,USPS_GA_Over1lb624,USPS GA,USPS_GA_Over1lb,624,30.75,33.98,38.83,47.71,63.44,77.11,90.86,104.55,104.55,104.55,104.55,104.55,104.55,104.55
736,166.25,166.25,166.25,166.25,166.25,166.25,,166.25,,,,,,,,,,,,,USPS_GA_Over1lb640,USPS GA,USPS_GA_Over1lb,640,31.32,34.62,39.56,48.61,64.75,78.73,92.81,106.84,106.84,106.84,106.84,106.84,106.84,106.84
752,168.85,168.85,168.85,168.85,168.85,168.85,,168.85,,,,,,,,,,,,,USPS_GA_Over1lb656,USPS GA,USPS_GA_Over1lb,656,31.89,35.25,40.27,49.49,66.03,80.34,94.75,109.11,109.11,109.11,109.11,109.11,109.11,109.11
768,171.36,171.36,171.36,171.36,171.36,171.36,,171.36,,,,,,,,,,,,,USPS_GA_Over1lb672,USPS GA,USPS_GA_Over1lb,672,32.46,35.86,40.97,50.35,67.3,81.93,96.66,111.35,111.35,111.35,111.35,111.35,111.35,111.35
784,173.99,173.99,173.99,173.99,173.99,173.99,,173.99,,,,,,,,,,,,,USPS_GA_Over1lb688,USPS GA,USPS_GA_Over1lb,688,33.01,36.47,41.66,51.19,68.55,83.49,98.54,113.57,113.57,113.57,113.57,113.57,113.57,113.57
800,176.56,176.56,176.56,176.56,176.56,176.56,,176.56,,,,,,,,,,,,,USPS_GA_Over1lb704,USPS GA,USPS_GA_Over1lb,704,33.57,37.07,42.33,52.03,69.77,85.03,100.39,115.75,115.75,115.75,115.75,115.75,115.75,115.75
816,179.1,179.1,179.1,179.1,179.1,179.1,,179.1,,,,,,,,,,,,,USPS_GA_Over1lb720,USPS GA,USPS_GA_Over1lb,720,34.11,37.67,43.0,52.84,70.99,86.54,102.22,117.91,117.91,117.91,117.91,117.91,117.91,117.91
832,181.7,181.7,181.7,181.7,181.7,181.7,,181.7,,,,,,,,,,,,,USPS_GA_Over1lb736,USPS GA,USPS_GA_Over1lb,736,34.65,38.24,43.65,53.63,72.17,88.04,104.03,120.05,120.05,120.05,120.05,120.05,120.05,120.05
848,184.3,184.3,184.3,184.3,184.3,184.3,,184.3,,,,,,,,,,,,,USPS_GA_Over1lb752,USPS GA,USPS_GA_Over1lb,752,35.18,38.82,44.28,54.41,73.35,89.51,105.8,122.15,122.15,122.15,122.15,122.15,122.15,122.15
864,186.86,186.86,186.86,186.86,186.86,186.86,,186.86,,,,,,,,,,,,,USPS_GA_Over1lb768,USPS GA,USPS_GA_Over1lb,768,35.71,39.39,44.91,55.18,74.5,90.96,107.55,124.23,124.23,124.23,124.23,124.23,124.23,124.23
880,189.38,189.38,189.38,189.38,189.38,189.38,,189.38,,,,,,,,,,,,,USPS_GA_Over1lb784,USPS GA,USPS_GA_Over1lb,784,36.24,39.94,45.52,55.93,75.63,92.38,109.28,126.28,126.28,126.28,126.28,126.28,126.28,126.28
896,191.98,191.98,191.98,191.98,191.98,191.98,,191.98,,,,,,,,,,,,,USPS_GA_Over1lb800,USPS GA,USPS_GA_Over1lb,800,36.75,40.49,46.11,56.66,76.75,93.78,110.98,128.3,128.3,128.3,128.3,128.3,128.3,128.3
912,194.63,194.63,194.63,194.63,194.63,194.63,,194.63,,,,,,,,,,,,,USPS_GA_Over1lb816,USPS GA,USPS_GA_Over1lb,816,37.26,41.04,46.69,57.37,77.84,95.16,112.65,130.3,130.3,130.3,130.3,130.3,130.3,130.3
928,197.12,197.12,197.12,197.12,197.12,197.12,,197.12,,,,,,,,,,,,,USPS_GA_Over1lb832,USPS GA,USPS_GA_Over1lb,832,37.76,41.56,47.26,58.07,78.91,96.52,114.3,132.26,132.26,132.26,132.26,132.26,132.26,132.26
944,199.76,199.76,199.76,199.76,199.76,199.76,,199.76,,,,,,,,,,,,,USPS_GA_Over1lb848,USPS GA,USPS_GA_Over1lb,848,38.25,42.09,47.81,58.75,79.96,97.85,115.93,134.21,134.21,134.21,134.21,134.21,134.21,134.21
960,202.28,202.28,202.28,202.28,202.28,202.28,,202.28,,,,,,,,,,,,,USPS_GA_Over1lb864,USPS GA,USPS_GA_Over1lb,864,38.75,42.59,48.36,59.42,81.0,99.17,117.52,136.11,136.11,136.11,136.11,136.11,136.11,136.11
976,204.89,204.89,204.89,204.89,204.89,204.89,,204.89,,,,,,,,,,,,,USPS_GA_Over1lb880,USPS GA,USPS_GA_Over1lb,880,39.23,43.1,48.88,60.07,82.01,100.46,119.1,138.01,138.01,138.01,138.01,138.01,138.01,138.01
992,207.43,207.43,207.43,207.43,207.43,207.43,,207.43,,,,,,,,,,,,,USPS_GA_Over1lb896,USPS GA,USPS_GA_Over1lb,896,39.72,43.59,49.4,60.71,83.01,101.71,120.64,139.86,139.86,139.86,139.86,139.86,139.86,139.86
1008,209.98,209.98,209.98,209.98,209.98,209.98,,209.98,,,,,,,,,,,,,USPS_GA_Over1lb912,USPS GA,USPS_GA_Over1lb,912,40.19,44.07,49.9,61.33,83.99,102.96,122.16,141.7,141.7,141.7,141.7,141.7,141.7,141.7
1024,212.63,212.63,212.63,212.63,212.63,212.63,,212.63,,,,,,,,,,,,,USPS_GA_Over1lb928,USPS GA,USPS_GA_Over1lb,928,40.65,44.55,50.4,61.92,84.94,104.17,123.65,143.5,143.5,143.5,143.5,143.5,143.5,143.5
1040,215.17,215.17,215.17,215.17,215.17,215.17,,215.17,,,,,,,,,,,,,USPS_GA_Over1lb944,USPS GA,USPS_GA_Over1lb,944,41.12,45.02,50.87,62.51,85.88,105.38,125.12,145.27,145.27,145.27,145.27,145.27,145.27,145.27
1056,217.68,217.68,217.68,217.68,217.68,217.68,,217.68,,,,,,,,,,,,,USPS_GA_Over1lb960,USPS GA,USPS_GA_Over1lb,960,41.57,45.47,51.34,63.08,86.8,106.54,126.57,147.02,147.02,147.02,147.02,147.02,147.02,147.02
1072,220.34,220.34,220.34,220.34,220.34,220.34,,220.34,,,,,,,,,,,,,USPS_GA_Over1lb976,USPS GA,USPS_GA_Over1lb,976,42.02,45.93,51.78,63.63,87.69,107.7,127.98,148.74,148.74,148.74,148.74,148.74,148.74,148.74
1088,222.88,222.88,222.88,222.88,222.88,222.88,,222.88,,,,,,,,,,,,,USPS_GA_Over1lb992,USPS GA,USPS_GA_Over1lb,992,42.47,46.37,52.22,64.17,88.57,108.83,129.37,150.44,150.44,150.44,150.44,150.44,150.44,150.44
1104,225.44,225.44,225.44,225.44,225.44,225.44,,225.44,,,,,,,,,,,,,USPS_GA_Over1lb1008,USPS GA,USPS_GA_Over1lb,1008,42.9,46.8,52.64,64.68,89.43,109.93,130.74,152.11,152.11,152.11,152.11,152.11,152.11,152.11
1120,228.02,228.02,228.02,228.02,228.02,228.02,,228.02,,,,,,,,,,,,,USPS_GA_Over1lb1024,USPS GA,USPS_GA_Over1lb,1024,43.33,47.23,53.06,65.19,90.28,111.01,132.08,153.75,153.75,153.75,153.75,153.75,153.75,153.75
Oversize,369.4,369.4,369.4,369.4,369.4,369.4,,369.4,,,,,,,,,,,,,USPS_GA_Over1lb1040,USPS GA,USPS_GA_Over1lb,1040,43.75,47.64,53.45,65.67,91.09,112.07,133.39,155.35,155.35,155.35,155.35,155.35,155.35,155.35
UM,8.15,8.15,8.15,8.15,8.15,8.15,,8.15,,,,,,,,,,,,,USPS_GA_Over1lb1056,USPS GA,USPS_GA_Over1lb,1056,44.18,48.04,53.83,66.15,91.9,113.1,134.67,156.94,156.94,156.94,156.94,156.94,156.94,156.94
,,,,,,,,,,,,,,,,,,,,,USPS_GA_Over1lb1072,USPS GA,USPS_GA_Over1lb,1072,44.59,48.43,54.2,66.6,92.68,114.12,135.94,158.51,158.51,158.51,158.51,158.51,158.51,158.51
,,,,,,,,,,,,,,,,,,,,,USPS_GA_Over1lb1088,USPS GA,USPS_GA_Over1lb,1088,45.0,48.82,54.56,67.04,93.44,115.11,137.18,160.03,160.03,160.03,160.03,160.03,160.03,160.03
,,,,,,,,,,,,,,,,,,,,,USPS_GA_Over1lb1104,USPS GA,USPS_GA_Over1lb,1104,45.4,49.2,54.9,67.47,94.18,116.08,138.38,161.53,161.53,161.53,161.53,161.53,161.53,161.53
,,,,,,,,,,,,,,,,,,,,,USPS_GA_Over1lb1120,USPS GA,USPS_GA_Over1lb,1120,45.79,49.57,55.23,67.87,94.91,117.02,139.57,163.01,163.01,163.01,163.01,163.01,163.01,163.01
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority416,SDS,FirstMilePriority,416,18.26,18.26,18.54,19.67,20.64,23.32,23.93,25.02,113.18,113.18,113.18,113.18,113.18,113.18
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority432,SDS,FirstMilePriority,432,18.52,18.52,18.79,19.96,20.98,23.74,24.32,25.48,116.09,116.09,116.09,116.09,116.09,116.09
,,,,,,,,,,,,,,,,,,,,,FirstMilePriority448,SDS,FirstMilePriority,448,18.78,18.78,19.06,20.23,21.28,24.13,24.74,25.93,118.94,118.94,118.94,118.94,118.94,118.94
