Total Volume by transit for Xparcel volume,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Total Volume by carrier for use in populating each products volume,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,# of Weeks shipped for volume datasets,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Average Weekly shipcount and revenue for summary chart,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Average Weekly Revenue for determining Discount,Unnamed: 46,Unnamed: 47,Mapping of product to Summary,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Xparcel Volume,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Expedited,Expedited1,Expedited2,Expedited3,Expedited4,Expedited5,Expedited6,Expedited7,Expedited8,Unnamed: 68,Unnamed: 69,Ground,Ground1,Ground2,Ground3,Ground4,Ground5,Ground6,Ground7,Ground8,Unnamed: 79,Unnamed: 80,Priority,Priority1,Priority2,Priority3,Priority4,Priority5,Priority6,Priority7,Priority8,Unnamed: 90,Unnamed: 91,Exp Plus,Exp Plus1,Exp Plus2,Exp Plus3,Exp Plus4,Exp Plus5,Exp Plus6,Exp Plus7,Exp Plus8
PK,Customer Id,quickbooks_alias,Transit,oz,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,PK,Customer Id,quickbooks_alias,Xparcel Type,Type,standard_bill_weight_oz,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,fm_cust,customer_quickbooks_alias,Weeks Shipped,Shipcount,,Other product mapping,PK,Cust_ID,quickbooks_alias,Reporting Alias,Label Type,Volume,TotalBilled,# of Weeks,Volume per Week,,quickbooks_alias,Weekley Rev,,carrier,Material_or_VAS_Desc,Sum of Shipcount,,,Cust_ID,quickbooks_alias,QB Alias Count,Cust ID Count,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
0Expedited15.99,0,ShipNetwork (Customer),Expedited,15.99,,,1.0,,,,,,,0ExpeditedONTRAC15.99,0,ShipNetwork (Customer),Expedited,ONTRAC,15.99,,,1.0,,,,,,,20531,Active Figure,1,2,,20531Expedited,20531DHL-XExpedited,20531,Active Figure,DHL-X,Expedited,2,7.69,1,2,,Quick Box Fulfillment,705541,,DHL,Delivery_Conf._Dom,35,DHL-INTL,,20550,Elite Marketing LLC,92851,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Expedited32,0,ShipNetwork (Customer),Expedited,32,,1.0,,1.0,,,,,,0ExpeditedONTRAC32,0,ShipNetwork (Customer),Expedited,ONTRAC,32,,1.0,,1.0,,,,,,20550,Elite Marketing (Customer),41,20718,,20550Expedited,20550ACI-WSExpedited,20550,Elite Marketing (Customer),ACI-WS,Expedited,117,755.52,12,9.75,,ShipNetwork (Customer),536825,,DHL,DHL_GlobalMail_Packet_IPA,880,DHL-INTL,,20574,Peyteybug,2387,2387,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0Expedited80,0,ShipNetwork (Customer),Expedited,80,,,,1.0,,,,,,0ExpeditedONTRAC80,0,ShipNetwork (Customer),Expedited,ONTRAC,80,,,,1.0,,,,,,20574,Peyteybug,38,3137,,20550Expedited,20550ACI-WSExpedited,20550,Elite Marketing (Customer),ACI-WS,Expedited,233,1085.53,12,19.4167,,NuLifestyle Marketing LLC,150000,,DHL,DHL_GlobalMail_Packet_ISAL,1043,DHL-INTL,,20615,Live Your Truth,2100,2100,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0Expedited192,0,ShipNetwork (Customer),Expedited,192,,,,1.0,2.0,,,,,0ExpeditedONTRAC192,0,ShipNetwork (Customer),Expedited,ONTRAC,192,,,,1.0,2.0,,,,,20575,The 2 Family,1,2,,20550Expedited,20550ACI-WSExpedited,20550,Elite Marketing (Customer),ACI-WS,Expedited,162,978.73,21,7.7143,,NovaShip,100000,,DHL,DHL_GlobalMail_Packet_Plus,545071,DHL-INTL,,20617,Mothers Lounge,22233,13170,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0error - Label type not mapped64,0,ShipNetwork (Customer),error - Label type not mapped,64,,1.0,,,,,,,,0error - Label type not mappedONTRAC64,0,ShipNetwork (Customer),error - Label type not mapped,ONTRAC,64,,1.0,,,,,,,,20594,Test2,11,4600,,20550Direct Call,20550DHL-GMDirect Call,20550,Elite Marketing (Customer),DHL-GM,Direct Call,54,853.34,2,27,,Fulfillment Ninjas,100000,,DHL,DHL_GlobalMail_Packet_Priority,98768,DHL-INTL,,20618,eSupplements LLC,53,53,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited1,20550,Elite Marketing (Customer),Expedited,1,,,1.0,2.0,5.0,5.0,8.0,12.0,,20550ExpeditedACI-WS15.99,20550,Elite Marketing (Customer),Expedited,ACI-WS,15.99,,,,5.0,3.0,,,,,20598,Test1,22,3518,,20550Direct Call,20550DHL-GMDirect Call,20550,Elite Marketing (Customer),DHL-GM,Direct Call,3135,42432.34,12,261.25,,Mainmerch,90000,,DHL,DHL_GlobalMail_Packet_Standard,17140,DHL-INTL,,20653,Mirion Technologies,815,815,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited2,20550,Elite Marketing (Customer),Expedited,2,,,1.0,3.0,7.0,,2.0,4.0,,20550ExpeditedACI-WS32,20550,Elite Marketing (Customer),Expedited,ACI-WS,32,,,,5.0,10.0,,,,,20615,Live Your Truth,41,14946,,20550Direct Call,20550DHL-GMDirect Call,20550,Elite Marketing (Customer),DHL-GM,Direct Call,103,1137.83,2,51.5,,Mothers Lounge,80000,,DHL,DHL_Parcel_International_Direc,51514,DHL-INTL,,20717,LDS Bookstore,3417,3417,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited4,20550,Elite Marketing (Customer),Expedited,4,,,1.0,,4.0,3.0,6.0,4.0,,20550ExpeditedACI-WS80,20550,Elite Marketing (Customer),Expedited,ACI-WS,80,,,,1.0,3.0,,,,,20617,Mothers Lounge,42,86961,,20550Direct Call,20550DHL-GMDirect Call,20550,Elite Marketing (Customer),DHL-GM,Direct Call,1251,19852.51,25,50.04,,Posh Peanut Inc,57876,,DHL,DHL_Parcel_International_Exped,559,DHL-INTL,,20725,BETTER HOME INTERIORS,2555,2555,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited5,20550,Elite Marketing (Customer),Expedited,5,,,5.0,18.0,47.0,31.0,59.0,68.0,,20550ExpeditedACI-WS64,20550,Elite Marketing (Customer),Expedited,ACI-WS,64,,,,,7.0,,,,,20618,eSupplements LLC,6,49,,20550Direct Call,20550DHL-XDirect Call,20550,Elite Marketing (Customer),DHL-X,Direct Call,1663,10391.78,9,184.7778,,LOLA,47603,,DHL,DHL_Parcel_International_Stand,42778,DHL-INTL,,20743,Shark Robot LLC,20230,20230,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited6,20550,Elite Marketing (Customer),Expedited,6,1.0,1.0,12.0,44.0,132.0,100.0,142.0,165.0,,20550ExpeditedACI-WS6,20550,Elite Marketing (Customer),Expedited,ACI-WS,6,,,,1.0,8.0,,,,,20653,Mirion Technologies,37,58150,,20550Direct Call,20550DHL-XDirect Call,20550,Elite Marketing (Customer),DHL-X,Direct Call,2,7.91,2,1,,Tile Inc.,45000,,DHL,DHL_SmartMail_BPM_Expedited,5407,DHL-BPM,,20764,Sparkle In Pink,1,1,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited7,20550,Elite Marketing (Customer),Expedited,7,2.0,6.0,7.0,46.0,131.0,114.0,161.0,150.0,,20550ExpeditedACI-WS7,20550,Elite Marketing (Customer),Expedited,ACI-WS,7,,,,7.0,12.0,,,,,20665,Infiniti Creations,3,4,,20550Direct Call,20550DHL-XDirect Call,20550,Elite Marketing (Customer),DHL-X,Direct Call,18,188.65,3,6,,Elite Marketing LLC,38000,,DHL,DHL_SmartMail_BPM_Ground,181616,DHL-BPM,,20765,Peak Oral Health,1,1,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited8,20550,Elite Marketing (Customer),Expedited,8,1.0,,5.0,29.0,62.0,60.0,59.0,81.0,,20550ExpeditedACI-WS8,20550,Elite Marketing (Customer),Expedited,ACI-WS,8,,,,1.0,7.0,,,,,20689,International Fulfillment Solutions,9,17,,20550Expedited,20550DHL-XExpedited,20550,Elite Marketing (Customer),DHL-X,Expedited,9849,62485.01,25,393.96,,Shark Robot LLC,38000,,DHL,DHL_SmartMail_Flats_Expedited,2351,DHL-Flats,,20767,Fun Slurp,27502,27502,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited9,20550,Elite Marketing (Customer),Expedited,9,,,5.0,17.0,39.0,26.0,30.0,39.0,,20550ExpeditedACI-WS9,20550,Elite Marketing (Customer),Expedited,ACI-WS,9,,,,4.0,8.0,,,,,20717,LDS Bookstore,41,15807,,20550Expedited,20550DHL-XExpedited,20550,Elite Marketing (Customer),DHL-X,Expedited,73,376.48,1,73,,The Stock Company LLC,36119,,DHL,DHL_SmartMail_Flats_Ground,1161,DHL-Flats,,20772,The Mogan,1,1,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited10,20550,Elite Marketing (Customer),Expedited,10,,2.0,,13.0,10.0,15.0,31.0,38.0,,20550ExpeditedACI-WS10,20550,Elite Marketing (Customer),Expedited,ACI-WS,10,,,,1.0,3.0,,,,,20722,Lime Lush Boutique,1,1,,20550Expedited,20550DHL-XExpedited,20550,Elite Marketing (Customer),DHL-X,Expedited,3762,23715.38,19,198,,Wildflower brands LLC,33742,,DHL,DHL_SmartMail_Parcel_Expedited,5533512,DHL-X,,20807,Albion Apparel,8095,8095,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited11,20550,Elite Marketing (Customer),Expedited,11,1.0,,1.0,5.0,10.0,15.0,24.0,36.0,,20550ExpeditedACI-WS11,20550,Elite Marketing (Customer),Expedited,ACI-WS,11,,,,,2.0,,,,,20725,BETTER HOME INTERIORS,41,23525,,20550Direct Call,20550FM-DDUDirect Call,20550,Elite Marketing (Customer),FM-DDU,Direct Call,1,3.7,1,1,,Blink Health,30000,,DHL,DHL_SmartMail_Parcel_Ground,2486658,DHL-G,,20817,Superbalife,2161,2161,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited12,20550,Elite Marketing (Customer),Expedited,12,,,,3.0,11.0,8.0,12.0,10.0,,20550ExpeditedACI-WS12,20550,Elite Marketing (Customer),Expedited,ACI-WS,12,,,,1.0,3.0,,,,,20743,Shark Robot LLC,41,138404,,20550Expedited,20550FM-DDUExpedited,20550,Elite Marketing (Customer),FM-DDU,Expedited,13,60.26,5,2.6,,Bohme,30000,,DHL,DHL_SmartMail_Parcel_Plus_Expe,665486,DHL-X,,20862,Payoneer Inc.,567,567,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited13,20550,Elite Marketing (Customer),Expedited,13,2.0,2.0,,8.0,7.0,10.0,66.0,43.0,,20550ExpeditedACI-WS13,20550,Elite Marketing (Customer),Expedited,ACI-WS,13,,,,2.0,,,,,,20765,Peak Oral Health,2,3,,20550Expedited,20550FM-DDUExpedited,20550,Elite Marketing (Customer),FM-DDU,Expedited,70,292.6,9,7.7778,,Top Drawer Merch,25000,,DHL,DHL_SmartMail_Parcel_Plus_Grou,405065,DHL-G,,20876,Pac Parts,2045,2045,,15.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited14,20550,Elite Marketing (Customer),Expedited,14,2.0,,1.0,6.0,6.0,6.0,32.0,23.0,,20550ExpeditedACI-WS48,20550,Elite Marketing (Customer),Expedited,ACI-WS,48,,,,,6.0,,,,,20767,Fun Slurp,41,9336,,20550Expedited,20550FM-DDUExpedited,20550,Elite Marketing (Customer),FM-DDU,Expedited,28,136.86,13,2.1538,,Productiv,25000,,DHL,DHL_SmartMail_Parcel_Return_Gr,1492,DHL-Return,,20878,Obsessions Boutique,1304,1304,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited15,20550,Elite Marketing (Customer),Expedited,15,,,,2.0,8.0,3.0,15.0,9.0,,20550ExpeditedACI-WS96,20550,Elite Marketing (Customer),Expedited,ACI-WS,96,,,,1.0,8.0,,,,,20807,Albion Apparel,42,133014,,20550Direct Call,20550FM-XDirect Call,20550,Elite Marketing (Customer),FM-X,Direct Call,1,3.42,1,1,,Tougher Than Tom,23492,,DHL,DHL_SmartMail_Parcel_Return_Li,7,DHL-Return,,20883,Front Range Enterprise and Communications,193,193,,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited15.99,20550,Elite Marketing (Customer),Expedited,15.99,,1.0,1.0,19.0,33.0,37.0,44.0,47.0,,20550ExpeditedACI-WS112,20550,Elite Marketing (Customer),Expedited,ACI-WS,112,,,,,2.0,,,,,20817,Superbalife,41,18341,,20550Expedited,20550FM-XExpedited,20550,Elite Marketing (Customer),FM-X,Expedited,2,8.21,2,1,,Cheef Holdings NC,23000,,DHL,Easy_Return_Ground,3,DHL-Return,,20884,Petit Vour,1287,1287,,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited26.4,20550,Elite Marketing (Customer),Expedited,26.4,,,,,,,,2.0,,20550ExpeditedACI-WS128,20550,Elite Marketing (Customer),Expedited,ACI-WS,128,,,,,2.0,,,,,20824,The HB Group,2,2,,20550Expedited,20550FM-XExpedited,20550,Elite Marketing (Customer),FM-X,Expedited,7,29.28,3,2.3333,,US Novelty,23000,,DHL,Easy_Return_Light,5,DHL-Return,,20901,Avid Logistics Inc,4579,4579,,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited30.4,20550,Elite Marketing (Customer),Expedited,30.4,,,,,,,,1.0,,20550ExpeditedDHL-X15.99,20550,Elite Marketing (Customer),Expedited,DHL-X,15.99,,1.0,1.0,14.0,30.0,37.0,44.0,47.0,,20862,Payoneer Inc.,27,8653,,20550Expedited,20550FM-XExpedited,20550,Elite Marketing (Customer),FM-X,Expedited,15,76.56,7,2.1429,,RNA Group,21000,,DHL,First_Class_Flats,40,DHL-Flats,,20906,Pastor Villareal Inc,1989,1989,,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited32,20550,Elite Marketing (Customer),Expedited,32,9.0,4.0,8.0,39.0,65.0,82.0,173.0,187.0,,20550ExpeditedDHL-X32,20550,Elite Marketing (Customer),Expedited,DHL-X,32,2.0,2.0,8.0,34.0,55.0,82.0,173.0,185.0,,20876,Pac Parts,36,6406,,20550Ground,20550NGSGround,20550,Elite Marketing (Customer),NGS,Ground,1,4.28,1,1,,"Dime Beauty Co, LLC",20000,,DHL,First_Class_Parcels,4727,DHL-X,,20911,Acupuncture Atlanta,1415,1415,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited44,20550,Elite Marketing (Customer),Expedited,44,,,,,,,,1.0,,20550ExpeditedDHL-X80,20550,Elite Marketing (Customer),Expedited,DHL-X,80,,,,2.0,2.0,5.0,14.0,17.0,,20878,Obsessions Boutique,41,8824,,20550Expedited,20550PTMT-FCExpedited,20550,Elite Marketing (Customer),PTMT-FC,Expedited,4,17.84,3,1.3333,,Little Poppy Co,20000,,DHL,GM_Duties_and_Taxes,19267,DHL-INTL,,20954,Intermountain Nutrition,33,33,,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited48,20550,Elite Marketing (Customer),Expedited,48,5.0,,,23.0,29.0,24.0,103.0,88.0,,20550ExpeditedDHL-X192,20550,Elite Marketing (Customer),Expedited,DHL-X,192,,,,1.0,,,,4.0,,20883,Front Range Enterprise and Communications,33,19521,,20550Direct Call,20550PTMT-PMDirect Call,20550,Elite Marketing (Customer),PTMT-PM,Direct Call,3,35.69,2,1.5,,Young Living Essential Oils,20000,,DHL,GM_Packet_IPA,952,DHL-INTL,,20978,BlipShift,4177,4177,,128.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,128.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,128.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,128.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
