Total Volume by transit for Xparcel volume,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Total Volume by carrier for use in populating each products volume,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,# of Weeks shipped for volume datasets,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Average Weekly shipcount and revenue for summary chart,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Average Weekly Revenue for determining Discount,Unnamed: 46,Unnamed: 47,Mapping of product to Summary,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Xparcel Volume,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Expedited,Expedited1,Expedited2,Expedited3,Expedited4,Expedited5,Expedited6,Expedited7,Expedited8,Unnamed: 68,Unnamed: 69,Ground,Ground1,Ground2,Ground3,Ground4,Ground5,Ground6,Ground7,Ground8,Unnamed: 79,Unnamed: 80,Priority,Priority1,Priority2,Priority3,Priority4,Priority5,Priority6,Priority7,Priority8,Unnamed: 90,Unnamed: 91,Exp Plus,Exp Plus1,Exp Plus2,Exp Plus3,Exp Plus4,Exp Plus5,Exp Plus6,Exp Plus7,Exp Plus8
20550Expedited64,20550,Elite Marketing (Customer),Expedited,64,,1.0,,5.0,19.0,16.0,13.0,39.0,,20550ExpeditedDHL-X64,20550,Elite Marketing (Customer),Expedited,DHL-X,64,,1.0,,5.0,12.0,16.0,13.0,38.0,,20884,Petit Vour,20,9591,,20550Expedited,20550PTMT-PMExpedited,20550,Elite Marketing (Customer),PTMT-PM,Expedited,81,979.27,9,9,,Made By Mary,18000,,DHL,GM_Packet_ISAL,5,DHL-INTL,,20996,OverStock Drug Store,18718,18718,,144.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,144.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,144.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,144.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited80,20550,Elite Marketing (Customer),Expedited,80,1.0,,,3.0,5.0,5.0,14.0,17.0,,20550ExpeditedDHL-X6,20550,Elite Marketing (Customer),Expedited,DHL-X,6,1.0,1.0,12.0,43.0,121.0,100.0,142.0,165.0,,20901,Avid Logistics Inc,1,1,,20550Expedited,20550PTMT-PMExpedited,20550,Elite Marketing (Customer),PTMT-PM,Expedited,59,3181.07,7,8.4286,,DedCool Inc,18000,,DHL,GM_Packet_Plus,78032,DHL-INTL,,21046,Granite Seed,416,416,,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited96,20550,Elite Marketing (Customer),Expedited,96,,,1.0,2.0,11.0,,3.0,2.0,,20550ExpeditedDHL-X7,20550,Elite Marketing (Customer),Expedited,DHL-X,7,1.0,4.0,7.0,38.0,117.0,114.0,161.0,150.0,,20906,Pastor Villareal Inc,41,30171,,20550Expedited,20550PTMT-PMExpedited,20550,Elite Marketing (Customer),PTMT-PM,Expedited,11,476.03,3,3.6667,,Homefield,16850,,DHL,GM_Packet_Priority,27701,DHL-INTL,,21055,"WAF International, Inc.",109,109,,176.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,176.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,176.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,176.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited112,20550,Elite Marketing (Customer),Expedited,112,,,,,3.0,,,1.0,,20550ExpeditedDHL-X8,20550,Elite Marketing (Customer),Expedited,DHL-X,8,,,5.0,28.0,55.0,60.0,59.0,78.0,,20911,Acupuncture Atlanta,41,10976,,20574Direct Call,20574DHL-XDirect Call,20574,Peyteybug,DHL-X,Direct Call,2025,7708,21,96.4286,,Succulent Studios,15600,,DHL,GM_Packet_Standard,647,DHL-INTL,,21058,Rainbow Beauty,1,1,,192.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,192.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,192.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,192.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited128,20550,Elite Marketing (Customer),Expedited,128,,,,,2.0,1.0,1.0,2.0,,20550ExpeditedDHL-X9,20550,Elite Marketing (Customer),Expedited,DHL-X,9,,,5.0,13.0,30.0,26.0,30.0,39.0,,20942,PDS Enterprises Inc,2,95,,20574Direct Call,20574DHL-XDirect Call,20574,Peyteybug,DHL-X,Direct Call,1112,4197.33,20,55.6,,Payoneer Inc.,15000,,DHL,GM_Parcel_Direct_Express,14,DHL-INTL,,21064,Lilla Rose Inc.,3758,3758,,208.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,208.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,208.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,208.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited160,20550,Elite Marketing (Customer),Expedited,160,,,,,1.0,,,,,20550ExpeditedDHL-X10,20550,Elite Marketing (Customer),Expedited,DHL-X,10,,,,12.0,6.0,15.0,31.0,38.0,,20954,Intermountain Nutrition,40,588,,20575Direct Call,20575FDXDirect Call,20575,The 2 Family,FDX,Direct Call,1,0,1,1,,Sleekshop,15000,,DHL,GM_Parcel_Direct_Priority,7580,DHL-INTL,,21089,MyIntent Project PBC,4,4,,224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited176,20550,Elite Marketing (Customer),Expedited,176,,,,,,,,2.0,,20550ExpeditedDHL-X11,20550,Elite Marketing (Customer),Expedited,DHL-X,11,,,1.0,5.0,7.0,15.0,24.0,36.0,,20977,Imomoko,2,2,,20575Direct Call,20575FDXDirect Call,20575,The 2 Family,FDX,Direct Call,1,11.64,1,1,,Product Society,15000,,DHL,GM_Parcel_Priority,5921,DHL-INTL,,21096,Trendnation,1718,1718,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited192,20550,Elite Marketing (Customer),Expedited,192,,,,1.0,,,,4.0,,20550ExpeditedDHL-X12,20550,Elite Marketing (Customer),Expedited,DHL-X,12,,,,2.0,8.0,8.0,12.0,10.0,,20978,BlipShift,41,32607,,20594Direct Call,20594DHL-GDirect Call,20594,Test2,DHL-G,Direct Call,3018,16779.09,2,1509,,OverStock Drug Store,13052,,DHL,GM_Parcel_Standard,1580,DHL-INTL,,21145,Edwards Motorsports and RV Full Throttle,4,4,,256.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,256.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,256.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,256.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited224,20550,Elite Marketing (Customer),Expedited,224,,,,,1.0,1.0,,2.0,,20550ExpeditedDHL-X13,20550,Elite Marketing (Customer),Expedited,DHL-X,13,,2.0,,6.0,7.0,10.0,66.0,43.0,,20996,OverStock Drug Store,41,79877,,20594Direct Call,20594DHL-GDirect Call,20594,Test2,DHL-G,Direct Call,1,8.21,1,1,,Albion Apparel,12945,,DHL,GM_Tax_ID,48,DHL-INTL,,21157,SLC Jacey Lane Boutique,186,186,,272.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,272.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,272.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,272.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited288,20550,Elite Marketing (Customer),Expedited,288,,,,,,,,1.0,,20550ExpeditedDHL-X48,20550,Elite Marketing (Customer),Expedited,DHL-X,48,1.0,,,23.0,23.0,24.0,103.0,87.0,,21046,Granite Seed,41,11355,,20594Direct Call,20594DHL-GDirect Call,20594,Test2,DHL-G,Direct Call,3,24.69,2,1.5,,LW12,12000,,DHL,Priority_Mail,17864,DHL-X,,21173,LoveLocks Inc,393,393,,288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited336,20550,Elite Marketing (Customer),Expedited,336,,,,,,,,2.0,,20550ExpeditedDHL-X96,20550,Elite Marketing (Customer),Expedited,DHL-X,96,,,1.0,1.0,3.0,,3.0,2.0,,21055,"WAF International, Inc.",8,152,,20594Expedited,20594DHL-GExpedited,20594,Test2,DHL-G,Expedited,6,35.37,1,6,,World Easy LLC,12000,,DHL,Signature_Confirm_Dom,21,,,21177,Ella & Mila Inc,11085,11085,,304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited400,20550,Elite Marketing (Customer),Expedited,400,,,,,,,,1.0,,20550ExpeditedDHL-X112,20550,Elite Marketing (Customer),Expedited,DHL-X,112,,,,,1.0,,,1.0,,21064,Lilla Rose Inc.,41,23758,,20594Ground,20594DHL-GGround,20594,Test2,DHL-G,Ground,5,36.4,1,5,,Great Western Reserve Corporation,12000,,DHL,SM_BPM_Expedited,1395,DHL-BPM,,21197,DesignerBrandsForLess,224,224,,320.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,320.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,320.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,320.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited405.6,20550,Elite Marketing (Customer),Expedited,405.6,,,,,,,,1.0,,20550ExpeditedDHL-X128,20550,Elite Marketing (Customer),Expedited,DHL-X,128,,,,,,1.0,1.0,2.0,,21089,MyIntent Project PBC,38,38,,20594Direct Call,20594DHL-GMDirect Call,20594,Test2,DHL-GM,Direct Call,2,18.26,1,2,,VB Cosmetics,11069,,DHL,SM_BPM_Ground,30990,DHL-BPM,,21198,Bruce Seed,1,1,,336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited412.8,20550,Elite Marketing (Customer),Expedited,412.8,,,,,,,,1.0,,20550ExpeditedDHL-X1,20550,Elite Marketing (Customer),Expedited,DHL-X,1,,,1.0,2.0,5.0,5.0,8.0,12.0,,21096,Trendnation,34,1339,,20594Direct Call,20594DHL-GMDirect Call,20594,Test2,DHL-GM,Direct Call,1510,21185.3,1,1510,,Ameriworld Enterprises Inc,10000,,DHL,SM_Flats_Expedited,5715,DHL-Flats,,21202,Quick Box Fulfillment,282508,150561,,352.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,352.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,352.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,352.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited413.6,20550,Elite Marketing (Customer),Expedited,413.6,,,,,,,,1.0,,20550ExpeditedDHL-X2,20550,Elite Marketing (Customer),Expedited,DHL-X,2,,,1.0,3.0,6.0,,2.0,4.0,,21138,Tourism Australia,6,7,,20594Direct Call,20594DHLEXDirect Call,20594,Test2,DHLEX,Direct Call,1,197.6,1,1,,IFS Logix (Customer),10000,,DHL,SM_Flats_Ground,713,DHL-Flats,,21212,Think Pink Bowtique,3674,3674,,368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited448,20550,Elite Marketing (Customer),Expedited,448,,,,,,,,1.0,,20550ExpeditedDHL-X4,20550,Elite Marketing (Customer),Expedited,DHL-X,4,,,1.0,,3.0,3.0,6.0,4.0,,21145,Edwards Motorsports and RV Full Throttle,36,36,,20594Direct Call,20594FDXDirect Call,20594,Test2,FDX,Direct Call,7,1076.38,2,3.5,,Melinda Maria Designs,10000,,DHL,SM_Marketing_Parcel_Expedited,39336,DHL-Marketing,,21235,Schvartzman Law Office,31,31,,384.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,384.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,384.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,384.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited1,20550,Elite Marketing LLC,Expedited,1,,,2.0,9.0,12.0,14.0,19.0,20.0,,20550ExpeditedDHL-X5,20550,Elite Marketing (Customer),Expedited,DHL-X,5,,,5.0,14.0,42.0,27.0,56.0,54.0,,21157,SLC Jacey Lane Boutique,5,105,,20594Direct Call,20594FDXDirect Call,20594,Test2,FDX,Direct Call,5,83.65,1,5,,WorldPack USA - NV,10000,,DHL,SM_Marketing_Parcel_Ground,5568,DHL-Marketing,,21246,Audio Control,1,1,,400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550Expedited2,20550,Elite Marketing LLC,Expedited,2,,,2.0,5.0,10.0,13.0,13.0,14.0,,20550ExpeditedDHL-X14,20550,Elite Marketing (Customer),Expedited,DHL-X,14,,,1.0,6.0,6.0,6.0,32.0,23.0,,21173,LoveLocks Inc,39,263,,20594Direct Call,20594FM-DDUDirect Call,20594,Test2,FM-DDU,Direct Call,10,169.1,1,10,,Govvi,10000,,DHL,SM_Parcel_Plus_Expedited,150613,DHL-X,,21251,JGW Furniture,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited3,20550,Elite Marketing LLC,Expedited,3,,,1.0,1.0,5.0,4.0,5.0,1.0,,20550ExpeditedDHL-X15,20550,Elite Marketing (Customer),Expedited,DHL-X,15,,,,2.0,8.0,3.0,15.0,9.0,,21177,Ella & Mila Inc,42,96184,,20594Direct Call,20594FM-DDUDirect Call,20594,Test2,FM-DDU,Direct Call,3,52.58,1,3,,Driftaway Coffee,9146,,DHL,SM_Parcel_Plus_Ground,107790,DHL-G,,21253,Lens.com,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited4,20550,Elite Marketing LLC,Expedited,4,,,4.0,11.0,34.0,32.0,22.0,29.0,,20550ExpeditedDHL-X160,20550,Elite Marketing (Customer),Expedited,DHL-X,160,,,,,1.0,,,,,21197,DesignerBrandsForLess,10,310,,20594Direct Call,20594FM-DDUDirect Call,20594,Test2,FM-DDU,Direct Call,10,180.1,1,10,,Mirion Technologies,9000,,DHL,SM_Parcels_Expedited,951756,DHL-X,,21257,Thano Tech,701,701,,,Volume Summary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited5,20550,Elite Marketing LLC,Expedited,5,2.0,4.0,13.0,66.0,144.0,76.0,132.0,156.0,,20550ExpeditedDHL-X176,20550,Elite Marketing (Customer),Expedited,DHL-X,176,,,,,,,,2.0,,21202,Quick Box Fulfillment,41,1118530,,20594Direct Call,20594ONT RPDDirect Call,20594,Test2,ONT RPD,Direct Call,4,118.84,2,2,,Drive Fulfillment ,9000,,DHL,SM_Parcels_Ground,588570,DHL-G,,21280,Firstmile,2,2,,,Exp Plus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited6,20550,Elite Marketing LLC,Expedited,6,2.0,14.0,39.0,180.0,479.0,357.0,479.0,518.0,,20550ExpeditedDHL-X224,20550,Elite Marketing (Customer),Expedited,DHL-X,224,,,,,1.0,1.0,,2.0,,21212,Think Pink Bowtique,41,25918,,20594Direct Call,20594ONT RPDDirect Call,20594,Test2,ONT RPD,Direct Call,1,31.49,1,1,,Falcon Fulfillment,9000,,DHL,(blank),1,,,21291,Pride Of India,17,17,,,Priority,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited7,20550,Elite Marketing LLC,Expedited,7,22.0,18.0,45.0,247.0,638.0,515.0,631.0,652.0,,20550ExpeditedDHL-X288,20550,Elite Marketing (Customer),Expedited,DHL-X,288,,,,,,,,1.0,,21229,Processflo,12,24,,20594Direct Call,20594PTMT-FCDirect Call,20594,Test2,PTMT-FC,Direct Call,4,19.25,1,4,,All Filters LLC,8068,,DHL Total,,12087397,,,21294,Primal Nutrition Inc,3415,3415,,,Expedited,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited8,20550,Elite Marketing LLC,Expedited,8,4.0,7.0,19.0,129.0,408.0,305.0,386.0,368.0,,20550ExpeditedDHL-X336,20550,Elite Marketing (Customer),Expedited,DHL-X,336,,,,,,,,2.0,,21246,Audio Control,4,7,,20594Direct Call,20594PTMT-FCDirect Call,20594,Test2,PTMT-FC,Direct Call,6,57.05,1,6,,Family Wagon LLC,8000,,DHLEX,DHLEX_inbound_international,50,DHLEX,,21314,Hip Kit Club,110,110,,,Ground,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited9,20550,Elite Marketing LLC,Expedited,9,,16.0,6.0,71.0,205.0,172.0,209.0,226.0,,20550ExpeditedDHL-X400,20550,Elite Marketing (Customer),Expedited,DHL-X,400,,,,,,,,1.0,,21248,Aeronautic Investments Inc,1,1,,20594Direct Call,20594UPSDirect Call,20594,Test2,UPS,Direct Call,4,132.62,1,4,,Healthy Directions,8000,,DHLEX,DHLEX_worldwide_doc,317,DHLEX,,21318,Glam Air Inc,356,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited10,20550,Elite Marketing LLC,Expedited,10,1.0,,4.0,17.0,52.0,48.0,64.0,75.0,,20550ExpeditedFM-DDU32,20550,Elite Marketing (Customer),Expedited,FM-DDU,32,4.0,2.0,,,,,,,,21251,JGW Furniture,10,16,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,12,8905.24,1,12,,Superbalife,8000,,DHLEX,DHLEX_worldwide_nondoc,543,DHLEX,,21322,V3 Electric,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited11,20550,Elite Marketing LLC,Expedited,11,,1.0,5.0,17.0,54.0,40.0,62.0,60.0,,20550ExpeditedFM-DDU6,20550,Elite Marketing (Customer),Expedited,FM-DDU,6,,,,,3.0,,,,,21253,Lens.com,41,269,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,3,26.34,1,3,,Xeroshoes,8000,,DHLEX Total,,910,,,21327,Loopy Cases LLC,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited12,20550,Elite Marketing LLC,Expedited,12,1.0,2.0,5.0,33.0,69.0,47.0,62.0,79.0,,20550ExpeditedFM-DDU7,20550,Elite Marketing (Customer),Expedited,FM-DDU,7,,,,1.0,2.0,,,,,21257,Thano Tech,35,2719,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,2,56.94,1,2,,Ella & Mila Inc,7500,,,,,,,21332,Tribe Growth Group LLC,12391,12391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited13,20550,Elite Marketing LLC,Expedited,13,1.0,2.0,4.0,45.0,84.0,63.0,92.0,104.0,,20550ExpeditedFM-DDU9,20550,Elite Marketing (Customer),Expedited,FM-DDU,9,,,,,1.0,,,,,21280,Firstmile,28,110,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,33,12969.54,5,6.6,,Sports Research Corp,7157,,,,,,,21333,EPX Body,770,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited14,20550,Elite Marketing LLC,Expedited,14,1.0,,1.0,20.0,38.0,40.0,51.0,51.0,,20550ExpeditedFM-DDU10,20550,Elite Marketing (Customer),Expedited,FM-DDU,10,,,,,1.0,,,,,21289,Anderson Moulds,2,3,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,37,526.66,9,4.1111,,Premium Apparel,6474,,,,,,,21342,Total Aviation,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited15,20550,Elite Marketing LLC,Expedited,15,,1.0,3.0,13.0,49.0,24.0,42.0,50.0,,20550ExpeditedFM-DDU11,20550,Elite Marketing (Customer),Expedited,FM-DDU,11,,,,,1.0,,,,,21291,Pride Of India,30,206,,20598Expedited,20598Expedited,20598,Test1,,Expedited,1,34.32,1,1,,We're Not Really Strangers,6052,,,,,,,21377,Balaji Trading Inc,362,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited15.99,20550,Elite Marketing LLC,Expedited,15.99,1.0,2.0,6.0,51.0,116.0,96.0,87.0,117.0,,20550ExpeditedFM-DDU13,20550,Elite Marketing (Customer),Expedited,FM-DDU,13,1.0,,,,,,,,,21294,Primal Nutrition Inc,35,3046,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,1,7.83,1,1,,BETTER HOME INTERIORS,6000,,,,,,,21393,Liveglam,11809,11809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited32,20550,Elite Marketing LLC,Expedited,32,3.0,4.0,9.0,96.0,234.0,154.0,228.0,255.0,,20550ExpeditedFM-DDU48,20550,Elite Marketing (Customer),Expedited,FM-DDU,48,1.0,,,,,,,,,21314,Hip Kit Club,13,747,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,1,8.18,1,1,,Deseret Book,6000,,,,,,,21394,TWI Watches LLC,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550Expedited48,20550,Elite Marketing LLC,Expedited,48,,,3.0,23.0,59.0,42.0,57.0,64.0,,20550ExpeditedFM-DDU2,20550,Elite Marketing (Customer),Expedited,FM-DDU,2,,,,,1.0,,,,,21318,Glam Air Inc,10,634,,20598Direct Call,20598Direct Call,20598,Test1,,Direct Call,1,9.67,1,1,,Urban Tradex,6000,,,,,,,21407,Bottleneck Gallery,752,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
